puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,region,league
B3LeP1fhXLpgkaprZU2Ngda93SGOGD7NHMdvE0Izu3u_O1H8VgK7mexLTMDuJ3VzymlSskoh6chY9w,2140,I,153,102,True,False,False,False,kr,challenger
W8J74uHpVp6Omv3mS1MNW7lmtiptZrTRIG36IF1TpqXChygsOEgKxy61H4FUtlXIRWbCkJc6RZ9zsw,2093,I,302,210,True,False,False,True,kr,challenger
3EirdviOjguN0PTsjt88X9SHhMWs7lYVBTwyTcUGSfcZbUr3MJPivFmaFXaNbGt9qg6VVbx1c6YcoA,2091,I,142,94,True,False,False,False,kr,challenger
d7MZYeBTxXWrK11_6g5coLD1lalTKF_n8Lv2wZTJ1qQwd0WnGj24qkuNoWOVmERQ-6si1eSHEIbQTg,2068,I,381,318,True,False,False,True,kr,challenger
SlQZ2zlvU0VGYNvISzXkK8v6bTF_gFr44fnHfMPZH8QaLZYmMo_XjpJ28nMAlKVBWjtIt3xZUSCA-Q,2067,I,163,112,True,False,False,False,kr,challenger
MYIYDC0kngW-0RZTHOhgtpMZFSVVZfUQ_bmVG54mxCOZEkKAM2VuND2FTJ8ebBPKf-3M0C6QSwxM8Q,2006,I,180,131,True,False,False,False,kr,challenger
fDsCcn_BxKmprZX4jmJMOxm02Afsj1L98ytpS24DyhKbi-WYjzz1Vw5x_-PvMCOXD0OMH7W8CTo28Q,1977,I,171,128,True,False,False,False,kr,challenger
jXPyONsm3CXdOMG3glkc2_NI4Fek7pDovdoDUTsHpoayqu0elbDNyHHr0bGwUf762ib27KRO7ejfnQ,1959,I,388,306,True,False,False,False,kr,challenger
gJPa6_T0CJVxiPIpXnmXEGyqOlwdwSEJj7Q0XDploJ8ojK04_4CENzBEK5BbVbDnAhjXnKQhWdo5gg,1913,I,200,141,True,False,False,False,kr,challenger
2axpVf7tdXqsNA3Hd4GGfoetjCtz2kBIN_rvC49wa-5ERGgREs6cSHeQAYHuqpG5XhCeJO5OBQZdKA,1909,I,370,332,True,False,False,False,kr,challenger
rhSG1Vf06iZMnaFpFPfOLCi4_X-eFcsKxBrkvtVLYsmOurL9RNcGftjBWj_6xWlefG_iSCFT-Y18EQ,1871,I,284,229,True,False,False,False,kr,challenger
dMiJ65ItoKIreFHml48QZIfVJp3HKoZGNc1WMqkB1ab5khspj6ympV35RCpdCnl5ZLHRpPx1Iepb1g,1867,I,147,97,False,False,False,False,kr,challenger
Z5P_UkE9qp1qkp4yZEyZb7PPNmKaIQA1nCfBW3zJ5PLi1TzBPX-2pDYtIo1nkJfDwRcn2-ahWNt2vg,1850,I,270,238,True,False,False,True,kr,challenger
9K5xEdZFwSU25sxkA0dsASoI8hhezWqRfCNd6fU0Has7JxLdaEsty74dDfBiSjSwd1tWqAve2df03Q,1847,I,199,171,True,False,False,False,kr,challenger
gteLM-hSDzawmhfnnFrWc-gKrioaYL6aS_BEUDJQFokZ3-4TcfQ2hlO1jOypFz5y2SH6-XR4DidVTQ,1820,I,176,149,True,False,False,False,kr,challenger
WeTpft7aGTwGacwdnj8qVGGF-nG0-zegsSYZfcCTU4EpQVfIJQ5wL600aT0K_QVkQ4smDkHToDAy5Q,1817,I,185,157,True,False,False,True,kr,challenger
TQtoQNimyx2wz5e450otZGrdYWjaq3CAJFA6zMMN2H4vcdcqSr4SojnrLChcGMfhKFKSa32gcahUZw,1805,I,169,103,True,False,False,False,kr,challenger
siMR6yL5SmeQAgGsHV0UIiAKb4YAq5Iiv0zikxBg33eWaYsU0I4LZwQ7l9pQKsH3tJ9QhnkL-kmzNQ,1800,I,222,182,True,False,False,False,kr,challenger
lwASZkN8k-XnLhz4Saw-cbtG6b_xRPfmQvDLeJi3ZrBskHI3waPKUQabhAw5s7zp-av8tCXkZFoKug,1799,I,118,85,False,False,False,False,kr,challenger
BhrrBalckWAK_WwoectjmvWoLcZropwRkxMnXALM1cbxOClnnfAukdJctXSdhidPiEQmnKUACL_EJw,1791,I,323,250,True,False,False,False,kr,challenger
VvmspU1IsaYgbZEBzAaySGo6PNwYVAhtUMkeuVfUEeqPkYvixlcW4XLOqZDZPvUSltyLDkA-s2tNWA,1787,I,262,227,True,False,False,False,kr,challenger
MMgJHk7bqASlptEaYAZd6QZocCTvAWpMJKfs1acNe2fG47sVgiuixtMYio1UOBSS6oofN4F9Nhpk7g,1786,I,172,145,True,False,False,True,kr,challenger
9az4FLxuNzJAJTi2nG0tuCLsM-qYHkq_sjd53IWrSud-CdLbxlJXhuYwNa1lkLgfHBLTyrvtGZNurA,1781,I,297,229,True,False,False,False,kr,challenger
NMt9Dn_mubA9mhDlgilFksYc39acrczVkCfSgNxJDRcnFQFRW_h8tiY5L2lHmKkE_8gBOY_gYegNaQ,1772,I,158,117,True,False,False,True,kr,challenger
Uj5MGqIbeds05JAIQamk-eDMunSvgmds5y_1lvw7OMfnWJP3oPSOaDY3uInOs-13heoaldzVJyrFKg,1765,I,132,108,False,False,False,False,kr,challenger
RGFWpD0FFfNWxKeecZT74t13s4fQFzXIArdstSRaWiXKkQOAhGhuvVQxx_Okzc-ei65uqmZN7u8DoA,1760,I,265,230,True,False,False,False,kr,challenger
RzaCipA1WpNfFzWD3QkbLJBSRo3ZnR8L99i9rXNa9MnK-miD61JhmwltjlWRpDMw-fS_G29lWO5iaA,1760,I,163,115,True,False,False,False,kr,challenger
JKM_Swd7Tf-0ZHdQFVKXaZPdC6HT1F98uD678E3E7LYu_Al52LBZM9F_nDOIBYTK4CpFvYq3xn2-QA,1751,I,185,144,True,False,False,False,kr,challenger
K69g1DGIGd2dSaN7hUr4cb6RiLmUV3RREtJTvIOjkK83wgyVlPTGnW3kryj-7Y25pM2fIM0SQVqHdg,1748,I,249,204,True,False,False,False,kr,challenger
lHSsnb20MJvKGZ6RVbN6fpG7pDz5bQ8ICHIGSfZpR3LuyZLb7eq9bwN-gYDPGMO0X7ckfwxxMDFigw,1748,I,90,53,False,False,True,False,kr,challenger
MTxV6nhSnHp2rFhlBNK4Ck71ySQrZ-qqimmbeWXKPr_OrN0JnWdXfUhVo-9m_UohIiKNR7tp9C17PA,1739,I,156,138,True,False,False,True,kr,challenger
3IT5eSxshrskP0qXrE8bKjlH0MOEGYZIzt4V2cwM-6xvjfFG-yAL0QU1JXRh-N_fcJYlzmjfBKDTKg,1732,I,234,188,True,False,False,False,kr,challenger
XiJ3_qWKmEHtZmW_xcD2cwUNqgvFITu0dTya3SoW2NAXi_FtCI6lZKO3of5VVdoVwwFihp-oJj36eg,1731,I,126,93,True,False,False,False,kr,challenger
vi4NU99EcT8BzJfqShobAC7dhryNVXG_jhPRfuW4nYalruyKki5GlCzkP9kXFAG8LiZbS6mVWklq1g,1731,I,121,82,False,False,False,False,kr,challenger
2-B4macx6NvC05OByOBJuDThUlV7oH7gEwRw9xzFf4utsC2eOV9Ci5Q4csALpP1Nwhk1R-IFU-0qKA,1730,I,116,84,False,False,False,True,kr,challenger
Spd4v6GHZYIYtPeGZYnii-B-s7ytH0MbCRJUd9hCzgIkwhYj-sGL5BZx791ezM3yHOdcMBCzjAFu7Q,1728,I,141,98,True,False,False,False,kr,challenger
GS0_XD5WF2XlKsP-C9InH_0484TKkXeAoSbme-kW8KgDVXYuhPFdqWLnf57B7ux2SxEyAbU6rswCdQ,1722,I,157,122,True,False,False,False,kr,challenger
PjL_ZhX4TjehZRTW0n_u5IJxrBDs6Xk9Q7hDM2uA7AX4JaeANA3FGGCR7jlKpYaS2ivhziQ4L559Mw,1716,I,291,236,True,False,False,False,kr,challenger
pSdURCJMepNnZiQUXbZwu-y7zlWIbicFXORfUqUyWb4Lwu6dzqZHyHel0Ef_ka5h1VmI_9hcsYFZcg,1715,I,178,130,True,False,False,False,kr,challenger
q2SEGe1Uzkn7OudaPhc9yhpVfTcf-CzWCLm3etC_OHzesyfZLWt2uDwS7aPGd4_k5Amm87vvPx2rwg,1709,I,174,132,True,False,False,False,kr,challenger
UKlUPphO0Qv3kXCqDbFwjTRCq-Ich4QgjE_ggzmCi6R43fHqMXe0UxgONtXxwroBD5zf-jp9-UB8kA,1706,I,187,169,True,False,False,True,kr,challenger
6Qw7TlnLplpSY3mKugkuJ5Vqr05IA_z9lop0aXTYbIfq7drjmRPz2UqvZIAlvfnJIp71_1HqBipnaw,1706,I,109,74,True,False,False,False,kr,challenger
yTG-7-OqJ5ery2vffanJYsHqZy8xBLyOcSO9PNvBxfYzOtn97W_2S6A-M348emp7V2CkBf3tRG3vlQ,1698,I,159,133,True,False,False,False,kr,challenger
0GUgikcn33jJ0M_tw4jnKDFDpLzeIOi10YfmWDExY5XBMe5A7NdbDiZiYhNbMeMyWliIpPkDKEdMUA,1693,I,361,291,True,False,False,False,kr,challenger
TTIZvr_9y0Iw1nFMyyi814di3lX-tn4xZzq9bBX-XA8CUAaAK6Kvr8t6Py8rcKIKflI1w-0nDZW-WA,1692,I,250,205,True,False,False,False,kr,challenger
biA2mO9AjJAwY_0oTsWR-SaUp2x-EJYjhFVNCeoem9nFI0TgfoGnKuVtppro-A5uQ3p2eQ4gyvUwlw,1691,I,272,241,False,False,True,False,kr,challenger
X5GnFcub1ozILqyCdmQXEd1tgju2yYi_AN58qIPntc7EOiCYt1ElL28EYW9rRWge4lLVsW__c9zw9Q,1689,I,136,96,True,False,False,True,kr,challenger
bwbczwPfrIkq_t4lh_ZGYuzQZ-37dyyQVC6DHidyS6PNweyv4zbJ2JaHxXQnawECLqxhUeMUtEmiww,1684,I,238,203,True,False,False,False,kr,challenger
B3Z6gPlOgLb89-JQEsLrR5W38N2RX2yAu5L4c_5Jkpk9OJHx0fAKWATz_ZRQ3sJePCXCZFt83EQcFg,1657,I,216,191,True,False,False,False,kr,challenger
biWNFi_me9-PK1PAYvPCdKJgyFDecpHsKtXe3uxMJv058Jn0cUXnHGFCObN2XSeuzxdvEDNyOgs3ww,1649,I,228,189,True,False,False,False,kr,challenger
O9EiHtSilNZvw6b6bsvlcJMlavLJ0IMibxwWEdvWrigQPs_aHzYwOYXn04IR7iUYPKHulLjFoPl5uw,1642,I,146,118,True,False,False,False,kr,challenger
b3Pmf1DoFKTNGKx5M2RtmSHl7KxwZctZSlxzv2FMw7Qbibr-ae1rsMkVdmqfp5VogpY45TMplfOG3A,1638,I,169,120,False,False,False,False,kr,challenger
w2FQnUf-aRxjmRQ1tqUADf_jun-t9MmQ4nQ2ngaJj9kAPWa9iirgbCb1ucRXEilzqd5FmVb3YLWsKw,1631,I,273,200,True,False,False,False,kr,challenger
JpeaFkbmTbfHZzWQxmHiCsSP3S31OEq85A3nEqE7ogn9Fxu2rjddNq0A1_uo6p5BA0Cj_AZuBUKV0w,1627,I,144,106,True,False,False,True,kr,challenger
U0vgaR8DFz6bw4U0l6orXI51jxnZp4Sf6AuxheM8WB8CHyOB18MlhGCfH0YPFNO6kZ8uCitgnXVYzA,1624,I,173,155,True,False,False,False,kr,challenger
MexISzOSpv7tujy1srnjI-jCQJ_YPf8ucb_KsbN1F13y45xdbAUW6PGEtlR-gmVSk-W-51_12st_4g,1621,I,239,173,True,False,False,False,kr,challenger
QFNEeyu8rxB__mxT8tmp0mUuggQDOAWM089Rum7pU9jQiz687N3SL-LxebrWmrg1rcK5zdbuV01XDQ,1617,I,102,76,False,False,False,True,kr,challenger
FocvQBdOFj9P_abzGFTwzpAba2Py3imGVXlBMVAt4chtP9xX1NmEq-ShdiyK-JmCJKub3wCrLyauNQ,1613,I,249,226,True,False,False,False,kr,challenger
yM3wL0Lpp7WFE9_OF742Wkgg7jTOcXFjY15CGE28VokPRLhoGfisR_vr1bt7-bKVzI00XJ_cvgGGdg,1612,I,147,127,False,False,False,False,kr,challenger
eYqCB7MEAR9eUYyOg-YExTZgI1t7Vo4A_CN9bB5toHbbOKD0e5wmX8twO1m3-z7FtH-5hw10hPEFqA,1610,I,158,136,True,False,False,False,kr,challenger
nOApzR3C9xxFtkUrTFUohjtUZ9E5qHalw_4s6RlS0jrq_nYUCXMeNheFlOiSnGYndpN3SUlKh5Q7YQ,1610,I,139,115,True,False,False,False,kr,challenger
UHtadEgxuNTWlFxUepraMzXD6MgmgVGUwTR3nqDDwS1eomKHIJp-_Ra9iWkyQ_XOAefvMLN0y8kJEw,1605,I,108,76,False,False,False,False,kr,challenger
DekvOfJXKqDrhEFhMQ_fPXzUTVHOANKh_FLQNiQP7FoHDO-td6rd56NjMWlqAtsuy7zS-8mzjBGDwA,1600,I,213,188,True,False,False,False,kr,challenger
IRF_L6rCBYOS8X6cww0dFugH9f0UVl3uSG2n7p_oVtqyBDoYo5qXBu9bnTGW0gGlvuqSxf-p7qsILg,1598,I,181,82,False,False,True,False,kr,challenger
mrdzvB79oRfrarDsqtL3JLF_2TlBmnuNxiF1EH4kyhDwHuGM5GzvlgvAPRxZX9N4QZp7Fq1NUBYqIQ,1595,I,311,269,True,False,False,False,kr,challenger
n3NdWXRPlsiuW7fmsclcOjqSvvNBwF8haSBRdiAQA7hFNa-Y1VVY1sxQDqUf1JrytCVjp8JsSjORug,1588,I,137,107,False,False,False,True,kr,challenger
kO-XhWyjtl5QqbubK1Zn7dbg7lzIfT_MOEhDKKpRrelRoZQy35J1Trhbgxdvk5rX_PtCTyP8N1cOpg,1577,I,185,163,True,False,False,False,kr,challenger
aeUwXIYNFJm1LuVWpOwxikxX72pg3VZPyg3khTBQZO3hSTWJ2UT54Q4eZ7FPL0m3y0dokB-puWyA4A,1576,I,114,85,False,False,False,False,kr,challenger
iZqPZ5VNR9YvwHHc2NbMnxBSCBJIWe42GCszWnR6zMl8T40VxdvgHhKG0xvPc9_P2XwSwtR31pDjLw,1575,I,87,46,False,False,False,False,kr,challenger
jjjJOZm-QoTreVszZwqLM7OcfAMABtpJy7lQ6BovW4tsgTkOIlGZeeQ0UNOZHj94xXxNu6JInEOmRQ,1572,I,177,138,True,False,False,False,kr,challenger
3AP-7kVbStc-TJKXKpjYlFNKvCcsarIZ3fah7Ax4ceXco9rVeiOH4ubOpKDvVHWPOuX4MdBZ7qzloQ,1567,I,226,220,False,False,True,False,kr,challenger
rWY4pwowLRzByZ1s2mSFyvbHTAu4TgNXuiXxyjudJvUYn2QXmgjIzQ0KsCj_ZMJy9M8COjB8E552zw,1564,I,101,69,False,False,False,False,kr,challenger
fN-xOHwVpiVsZxL5BsYHF1PmPLg8aNzzRvtUxCzI2OYrx180Udi2pfpXHX4t4XYVx5wkqNUUYhIIYg,1556,I,336,260,False,False,False,False,kr,challenger
0bPwFVets0Q4m40i2n1wpuaawh916E8wFQU2XhNTTyG7uo-euJ30BXnxbwwMl9e-ffcIRrBWvoAo-g,1553,I,151,106,False,False,False,False,kr,challenger
wCd-X86LsRM7D44hCkI1ze-S4WshjHSYgKow0v7lV6VcjJLfiR72xEV6cIej6STXd4T3SKWt6r0E7A,1549,I,248,188,False,False,False,False,kr,challenger
PAQlsQIygfjzDWUc3GTMvLZ13JxNLdnpym8F1Xnq6jWZ3lZrTpfkZmclbhiKr1H93Zv-ANse_cR0ng,1549,I,206,160,True,False,False,False,kr,challenger
4SAqbdMOuqCEpahbzpW05eXTRwZQ_f0Q7eqViMsT14dD9jvMj6rUBtfbiUj_AyFNX_SOsAzbJ8m2JA,1548,I,277,250,False,False,True,False,kr,challenger
0FpC70Py7yIuwvfKXeMrGc0CTPXIeK_eV38uKPFUvBwV6Mgj7znuB1XBb-pOLCZi_EiKAcedt4NLgg,1546,I,161,116,False,False,False,False,kr,challenger
GEEJb61uX2KfFR3aC75ymDt_A125TzX1NH0RgGG3Zh2X3l8w9gXdTBzRh0BF_cuyUoub5hSe_S8Uuw,1542,I,344,294,False,False,True,False,kr,challenger
WTVdAjdHJvpRHOGoqprxYyXxfhMhQDH2IJx1m1jdSkLEsql7OGD_n4vySltmvbwMzAMFcWjgkdtgiQ,1541,I,246,209,True,False,False,False,kr,challenger
RY5fjr-ywIlxCYiZNNpJ-jrX4HN-FfMnaVPoea_5LDpWUW0aIR0Ugz3fHmBLgsIh4QVNJnw5LGamng,1537,I,266,243,False,False,True,False,kr,challenger
66mzINH7pUJwDs60AMN6rblk_J3Vt8bD4dv11nQhrwMM1bhd02X3_Pz6AIrLq7lzOynwibDGSVY3PA,1536,I,210,187,False,False,True,True,kr,challenger
y5SXgh6hfQpRw3TK1GIYlq4A0nS_kw0WqhHIrTRkp1mgqQbpiJxkcplcg4mnoihm8oln5VGRVxwCMA,1527,I,289,250,False,False,True,True,kr,challenger
pDpWIxd17m16xchdQlpfg9i6ZWzZR5YF1pvmjUde1Hqhqnnyzv-ynJILYw2umdBuQ9eS1hLdrltFRA,1525,I,257,206,True,False,False,False,kr,challenger
uIrpbebRyOp66Wko4XMoiHFNhybEut345pgMxKRbPqKTbYKrPmrX5qK3-XWTK-vH06ITXSzh-F_RRA,1525,I,100,73,False,False,False,False,kr,challenger
Y8QVaRu2a0MDOJjmtMqwBKEivaoQAQu5JTVwTT1SX2dhaVo98YnYMc7bgWflC5vt3ZxHcRM59iqoGA,1524,I,324,312,False,False,True,False,kr,challenger
0mlxZjjyTJXiFTmj-yTI52vw2FqbFeArFVJC1hvddumfdvAC-7VYRss-81CeQriS8jZIvJyoussPUQ,1522,I,219,164,True,False,False,False,kr,challenger
gNr8qYWGkkZbUDupTrrYAf0uVWH7vGXTLeh9ofGcSgQubTSh6A_GGvw8Pz_G0NnOmG8izCIpUCxlrg,1522,I,160,140,False,False,True,False,kr,challenger
o_01HglDy4knxyun8cJIyt--EnPTZLM1TqUquiWAfmDWOPb1hdbWCGOLcA4pY83vY-RSoIrdbelgpw,1515,I,160,93,True,False,False,False,kr,challenger
48uPK-V4X7kmW5ctkz7KaYzyXtLTD_QQ-pC8Z4XdaDvpQovNfOU1M6jnpsGyH5rgnOzWxCLbgoadxQ,1515,I,138,119,True,False,False,False,kr,challenger
HBfvtA7glkEeMh6orH-35zYkZ1-1Jw_PdlbkK7aIuyR0xcDjVCdjYHBRzGeR-wm850pbzGCEB6PBxg,1514,I,151,94,False,False,False,True,kr,challenger
pZN5UvPGXTPp9Aykbi8w6C_5f5VGVbaTEQfvuwuPx1OiQ9_2iP7F26GfGFI9XNn3rE7VJPxDSjkY7g,1514,I,131,117,True,False,False,False,kr,challenger
TcVLoU-jp0yiXVWLS-W4ElIKFp5uar4bKH2C1dvIFS5p5-ZUDfUXYv8JI1NBqFgY2Ly8Wh_5-1cyRw,1514,I,117,86,False,False,True,False,kr,challenger
gvp1S_1ulHpSYTz6x57O8gY1F5U38p94Mg_KKnYwkFauM93jqfYX7cix_2J1x4d_t1QxfeApWBAE2w,1513,I,152,103,True,False,False,False,kr,challenger
iwJ7Mo4vSW-DcSPTOObSQxlUrsoEZpfbZFtYAV3csvtPTVpMwdgS-Y9a5sLXK1mrNLMDynfwCbOYnA,1512,I,157,125,True,False,False,True,kr,challenger
CbK2pHW0akEiya0Bt7-TIHK0GnRQN_Z-EZvFossS4DvzhxKRRcs60Q-NMCCaLNGUwm1lN930dSeFcw,1510,I,141,111,True,False,False,False,kr,challenger
CR1mxfPBtXLu1E5k7lLm_atBEQW04njaRq0RXANZUSlImbX4S8Mrt6fAhyqmDhWKOCy4WqQ5W1F5KQ,1509,I,163,137,True,False,False,False,kr,challenger
fe43zpJfPhy5pry3iXMb-L1kOrRWHi531u7_QB61csb0ZE4XlIdx6lq17Baw1JlH_a5TR0kUaW9fhg,1507,I,205,165,True,False,False,True,kr,challenger
aea1OzoMSK2KHrAuKj-KnrLJ3ztuoBJRkYArI8qFoY9oBSQ5pbLywKrYjXSX5beidvxTHF74tu7_Jg,1507,I,180,113,True,False,False,False,kr,challenger
BkpVUKN1y2Z_luxpO4rF_ft_SdMIBYD0-cTJDvjlOJKehDMz4mt3EmbWYCDeII3s9V-rleKNdugQSg,1507,I,139,127,True,False,False,True,kr,challenger
wYy_CmH9oLDhlnGAm6mlgKg58gnh985sre8fWY3FeVRBs38d7kxTlzePHdgpu6rtfUXSNyww4gpSFA,1506,I,262,201,False,False,True,True,kr,challenger
oyWecrNXkQEcOZdUDz55gyma_cTFUWrNPlN7gzCTxMg4v_xeSJDmFhW53o0da9fj5W1BvNZgL6hBqg,1506,I,181,135,True,False,False,False,kr,challenger
S7BQ_Z9aaID3GHzNL3QKL57TrzknkB2QFnXtNSyw5MJDmqHb25Ht4UTmL4coAKYD0ZcAXXJFJxzcgQ,1506,I,126,82,False,False,False,True,kr,challenger
XoMqIy9slY2GAPyy59lGKvBZnNpB6ERa96k_5z7FDENUQsLWyy_3lEnKhw2oBr7WWLp5nO3vz1I0Ig,1504,I,221,201,False,False,True,False,kr,challenger
q87gHlkstnDo-yFSC7rY-SOuhGt7QpaJ6yiruci6AmTTQBL95whvHGy_4OqXThz56ozk3h0QkzcZ-Q,1498,I,242,231,False,False,True,False,kr,challenger
tlood5h9P7tQUUX5G0Ah9anUVSBgRYRsxGsnqdoaId_-GiuB0-kuUG7u03exybLyCyfjR_EBZliVmw,1497,I,123,102,False,False,False,False,kr,challenger
qbxR-sNwM3TulimaUyHdH3R7lnBYHjlrPLgA_q42ZMKD6vU96NT9lzp7SeWZH9M8UHi3vWcIgNOiaQ,1494,I,233,176,True,False,False,False,kr,challenger
Wf90i73iJ1SIzEfWia7bmTklDu4xerm2Zi8QlcJpZIhhQ2t26joiYi0GUviYxQ1_GWuCqxU7tifyaA,1494,I,157,131,False,False,False,False,kr,challenger
0YMLJkGsZPYNEZYkf4kjDcQnnILv_H8vYyPc8Ai1_zbnILviXLiOfbXQsXYdOKmNzhIXtXYOtYBTnw,1493,I,253,180,True,False,False,False,kr,challenger
otb0trJnA_CWp5yzncZcL3aUR4T7bsr92mKj6SoSejYSxYxLPFlUaz9l3OexpbEdfhrJcjC4kYBK0w,1492,I,165,135,True,False,False,False,kr,challenger
JlaS_JLxh6SDRYFeM5-jsbzyHYmZbheprpgeQ7-1JLbw5LBm_uxsx8kAghUd9YSP5ewkStGgyBuQZw,1490,I,140,111,False,False,False,False,kr,challenger
HnTv6fRQpiZI6UxvVZAAY0iZDglxDmP736SDcGjUvlBz_grTxC_JxweQEw51tvDMk0-OoxbaVua5aA,1489,I,263,217,False,False,True,False,kr,challenger
ptHpFWx-eG2ZDaYw4pN3l8MPa7-nQI1BUMLx19BgqcyV1PsjLnmYDmOU_hFFk9Xd_OwLwkTUNMOT0A,1489,I,181,151,True,False,False,False,kr,challenger
sFw_VWizZci5OHvB25xI8wTvB6e2Jg71N4B07g7mg1tvDjagW9oqxpN8qwtY5n0QaXFfHwu2seQeNQ,1487,I,123,92,False,False,True,False,kr,challenger
45_YJ7dSonBNn3lbNUBoe8DW3SJkWMynRhg9bfJBlqJ3wHqkLDp-vD8L4VWx5AP7VZ2DHvdNcmNbEw,1485,I,257,209,False,False,False,True,kr,challenger
BkM_h5qkAilWH6IJOgI22VzbFkIIEWKvmIVz4pQewLNgI18xVc9947wZUpDZtfS37kB2_rVn58DCow,1483,I,116,86,False,False,False,False,kr,challenger
18TeCoDpGYASgNm3ZUjma0MpcQy7okFBd7eH9zdrtDO_xjQnMwvezVAKyEJTqBdWFIDX1IyI-iTpTA,1480,I,102,76,False,False,False,False,kr,challenger
Gy4hzTHlWE5A95hrHL3IXFiUvpUhqELTl5EJjwsj-zLhhfRvvjQjitref8bm4Gz-AGRqFxaBFfEcgQ,1479,I,107,101,False,False,False,False,kr,challenger
JduDfKceC4ogqDu1QhOE4pD9PyDOjPT4gwFfXWOQ7_YXgmgGo5z3Z5w7Vh--ESNKxLTq9TIrgjV4LQ,1474,I,168,147,False,False,False,True,kr,challenger
AkUnoihRr00-yDzv7ckySdLTkJHDeieOQBYE_1ELgATQXTAO4OWBGDQLuTAk5nqH1EowbbYCNahcCA,1474,I,133,108,False,False,True,False,kr,challenger
0iBa02ONhfes0maiI3lL9xO0LZ5OlHGdcdbu2Knof5irKBwVA4VT-gQkFRNjmie-4DBCCflzMO5dlg,1472,I,164,138,False,False,False,True,kr,challenger
A1tof0gNM_hv9TCniZJhzFh4agnNL2N8N5SOwCs0YOvbvDj6foUZjiD-htHRJ1gBLhjKeXjnU1fT5w,1472,I,154,107,False,False,False,True,kr,challenger
_pa3D3KCrDUz419FrUMBHNBEf7og-lzUU4TnIOhslOBT2tlKcfA4UlELZXHN_CmmXrKFJCNRn7Yo7A,1470,I,184,120,True,False,False,True,kr,challenger
lVpzQZkDsIDjaGbGMt5LDZ7rTyWa8hx6jdkHRPWUbROOKp6qpHHEZJSsdGMjLorI-pYA9XM_THCLOw,1469,I,275,223,False,False,False,True,kr,challenger
bEF3xcwH1tmixAY34Y90UfPXoUT59R-DFv3yhqzgWyWTO53uZJ4TVbVW7Prn1f2tCMiFmTsJVdlgNA,1469,I,258,238,True,False,False,False,kr,challenger
5DhSt6ZBurIMV58DSLDRQLUtcoV0JHLE3BK0CJ5IYP2GQIk-s6WEmFzAaCJO-uIPfZerkdaqdx-aFA,1467,I,258,227,False,False,False,False,kr,challenger
5Cg3oSOjYxDiINOB_PTZCFgTLOdCbNoUHl92YttFI-EXn4uV2qxRvvi2lxrlLb714li8rPBKxMHLTw,1464,I,149,99,False,False,True,False,kr,challenger
iZcr8Ie8_HCTSKVfyH8nHD6tJRcJ6HyXTRGdtBo7fngeeXgt0XNuKho6ARU6_y2lm3aFWUENsTiZLQ,1464,I,145,123,False,False,True,False,kr,challenger
jK9L5SVczbsK8a9vHrl2RvhqaRb1RWpbM3LXeeGjB_Ib-K52cfABJ9TYdG-PIXNMPNcRj5_EG9p8ZA,1463,I,132,100,False,False,False,False,kr,challenger
Cife98QHZz5d0WEJVrujeNxSL3CS8hSGEnz4Wg647OK_v2oLh0xn7dHoBQlYV86BFQsJa9_VaN5D8A,1462,I,100,78,False,False,True,False,kr,challenger
xKIrLfJ_Qo_tUAYcPS6bMZaMmi7T850wa4UyRKN3kivDITLpbw6ZG8ubL0RymHlEwjleGtJUk_R3Aw,1461,I,204,159,False,False,True,False,kr,challenger
ndBoIUeu5XCo8Zs1UPjgUn0sWcCcm7CqMjD9Q1Oq0F1rcI54yJXl-_f34sVUOB7QbSLRqzk7WmZSxg,1461,I,177,125,False,False,False,False,kr,challenger
ZDTsBIWLByzcg-bW93Utv8K52i-LS3ZQTo3RCHAc7CDVFHYi8uT3BMwMsY8TQXktnWGm3NSh9FI7SQ,1459,I,208,156,False,False,True,False,kr,challenger
MxO64VsTDghpyoC7itfvEgw68-0nD2Ljwu71Ji9egFIbLEMVYB_5jwr9u3gQBEXZuK-OEUvgpszsyQ,1457,I,124,118,False,False,False,False,kr,challenger
PLDDEJOpLv-GUQUlD0UrymJkirtZcWj8iKY7zp6MJ7_wx-rpsqxiez2r7SQRpp_9ES8VZFj4sylaQA,1451,I,193,171,False,False,True,False,kr,challenger
mR21m6A-E6Leggd_wIwKa1Hv-K8fRa4wGhN7xWI6dM7yC69iYO2P_1xqwlQVFaUq-gFuJJzq_ZGWQA,1451,I,185,164,False,False,False,False,kr,challenger
uOfu1c1tiW9hIhsd2nDQu8pjmxq9eGll76cunHbaFLJPTt8mOrzkrGJsUQgCe_N0ENzL-q9DHS6J9w,1451,I,144,100,False,False,True,False,kr,challenger
7kLEniRclpa8kUsweR8LFqrRiiPqnMluOB3-Hnn7N547eiEwm0gkc0eDGtS3m0RKLpyIB_vyiNhIZg,1451,I,141,84,False,False,False,False,kr,challenger
eMbleDtBq5TRSRlZgEFrWfkA4EutCDZAasmNjEnm2M0EuWVpKRHzm_BV-e7uNLG0G87HUr_79-VYTg,1449,I,219,168,False,False,True,False,kr,challenger
FiduzMIlthkL5wo7ylroCokrD-B8lWvq9KEvZ8Js8tH7Sk6WxYe7jVW2_4EdnFlabC7BZKbC7DjcQg,1448,I,114,95,False,False,True,False,kr,challenger
